accX_mad,gyroX_kurtosis,accY_mean,gyroX_iqr,ci_sma,distance_std,ci_std,distance_mean,gyroZ_skewness,accX_max,gyroY_skewness,accY_min,accX_min,accZ_iqr,distance_sma,gyroX_sma,accZ_sma,distance_iqr,gyroX_mad,gyroX_max,proximity_min,gyroX_min,accX_mean,accX_iqr,gyroZ_maxInds,gyroZ_mad,proximity_kurtosis,accZ_min,gyroZ_kurtosis,accY_skewness,distance_skewness,distance_kurtosis,ci_max,ci_min,proximity_sma,proximity_std,accZ_max,accZ_std,gyroX_std,gyroY_std,proximity_maxInds,proximity_max,ci_iqr,accZ_mad,accY_kurtosis,accZ_skewness,gyroZ_min,gyroZ_max,accY_iqr,accX_sma,ci_mean,gyroX_maxInds,accY_std,gyroY_mean,ci_maxInds,gyroZ_sma,gyroY_kurtosis,gyroX_mean,gyroY_maxInds,accY_mad,accY_max,gyroZ_iqr,gyroY_sma,ci_kurtosis,distance_maxInds,accZ_maxInds,gyroZ_mean,gyroX_skewness,distance_mad,proximity_mad,distance_max,proximity_iqr,distance_min,accZ_kurtosis,accX_maxInds,ci_mad,accZ_mean,accX_skewness,gyroY_iqr,ci_skewness,accY_maxInds,accX_std,gyroY_min,proximity_skewness,accY_sma,gyroY_max,proximity_mean,gyroZ_std,accX_kurtosis,gyroY_mad,control
-469.16,5.55,1511.47,5.55,0.49,0.43,0.49,0.43,-2.25,-469.16,13.48,1511.47,-469.16,1369.21,0.43,5.55,1369.21,0.43,5.55,5.55,0.9,5.55,-469.16,-469.16,-2.25,-2.25,0.9,1369.21,-2.25,1511.47,0.43,0.43,0.49,0.49,0.9,0.9,1369.21,1369.21,5.55,13.48,0.9,0.9,0.49,1369.21,1511.47,1369.21,-2.25,-2.25,1511.47,-469.16,0.49,5.55,1511.47,13.48,0.49,-2.25,13.48,5.55,13.48,1511.47,1511.47,-2.25,13.48,0.49,0.43,1369.21,-2.25,5.55,0.43,0.9,0.43,0.9,0.43,1369.21,-469.16,0.49,1369.21,-469.16,13.48,0.49,1511.47,-469.16,13.48,0.9,1511.47,13.48,0.9,-2.25,-469.16,13.48,Very high
-573.71,1.56,1361.96,1.56,0.32,0.18,0.32,0.18,-2.53,-573.71,2.23,1361.96,-573.71,1842.79,0.18,1.56,1842.79,0.18,1.56,1.56,0.96,1.56,-573.71,-573.71,-2.53,-2.53,0.96,1842.79,-2.53,1361.96,0.18,0.18,0.32,0.32,0.96,0.96,1842.79,1842.79,1.56,2.23,0.96,0.96,0.32,1842.79,1361.96,1842.79,-2.53,-2.53,1361.96,-573.71,0.32,1.56,1361.96,2.23,0.32,-2.53,2.23,1.56,2.23,1361.96,1361.96,-2.53,2.23,0.32,0.18,1842.79,-2.53,1.56,0.18,0.96,0.18,0.96,0.18,1842.79,-573.71,0.32,1842.79,-573.71,2.23,0.32,1361.96,-573.71,2.23,0.96,1361.96,2.23,0.96,-2.53,-573.71,2.23,Very high
-506.71,4.64,1124.35,4.64,0.32,0.3,0.32,0.3,-0.77,-506.71,1.85,1124.35,-506.71,1647.5,0.3,4.64,1647.5,0.3,4.64,4.64,0.93,4.64,-506.71,-506.71,-0.77,-0.77,0.93,1647.5,-0.77,1124.35,0.3,0.3,0.32,0.32,0.93,0.93,1647.5,1647.5,4.64,1.85,0.93,0.93,0.32,1647.5,1124.35,1647.5,-0.77,-0.77,1124.35,-506.71,0.32,4.64,1124.35,1.85,0.32,-0.77,1.85,4.64,1.85,1124.35,1124.35,-0.77,1.85,0.32,0.3,1647.5,-0.77,4.64,0.3,0.93,0.3,0.93,0.3,1647.5,-506.71,0.32,1647.5,-506.71,1.85,0.32,1124.35,-506.71,1.85,0.93,1124.35,1.85,0.93,-0.77,-506.71,1.85,Very high
-914.65,6.86,1272.86,6.86,0.32,0.71,0.32,0.71,-3.44,-914.65,5.76,1272.86,-914.65,1500.42,0.71,6.86,1500.42,0.71,6.86,6.86,0.84,6.86,-914.65,-914.65,-3.44,-3.44,0.84,1500.42,-3.44,1272.86,0.71,0.71,0.32,0.32,0.84,0.84,1500.42,1500.42,6.86,5.76,0.84,0.84,0.32,1500.42,1272.86,1500.42,-3.44,-3.44,1272.86,-914.65,0.32,6.86,1272.86,5.76,0.32,-3.44,5.76,6.86,5.76,1272.86,1272.86,-3.44,5.76,0.32,0.71,1500.42,-3.44,6.86,0.71,0.84,0.71,0.84,0.71,1500.42,-914.65,0.32,1500.42,-914.65,5.76,0.32,1272.86,-914.65,5.76,0.84,1272.86,5.76,0.84,-3.44,-914.65,5.76,Very high
-224.33,3.71,759.83,3.71,0.21,0.51,0.21,0.51,-7.58,-224.33,-4.72,759.83,-224.33,1248.76,0.51,3.71,1248.76,0.51,3.71,3.71,0.49,3.71,-224.33,-224.33,-7.58,-7.58,0.49,1248.76,-7.58,759.83,0.51,0.51,0.21,0.21,0.49,0.49,1248.76,1248.76,3.71,-4.72,0.49,0.49,0.21,1248.76,759.83,1248.76,-7.58,-7.58,759.83,-224.33,0.21,3.71,759.83,-4.72,0.21,-7.58,-4.72,3.71,-4.72,759.83,759.83,-7.58,-4.72,0.21,0.51,1248.76,-7.58,3.71,0.51,0.49,0.51,0.49,0.51,1248.76,-224.33,0.21,1248.76,-224.33,-4.72,0.21,759.83,-224.33,-4.72,0.49,759.83,-4.72,0.49,-7.58,-224.33,-4.72,Very high
398.12,0.78,589.93,0.78,0.06,0.12,0.06,0.12,-5.48,398.12,-9.36,589.93,398.12,949.9,0.12,0.78,949.9,0.12,0.78,0.78,0.09,0.78,398.12,398.12,-5.48,-5.48,0.09,949.9,-5.48,589.93,0.12,0.12,0.06,0.06,0.09,0.09,949.9,949.9,0.78,-9.36,0.09,0.09,0.06,949.9,589.93,949.9,-5.48,-5.48,589.93,398.12,0.06,0.78,589.93,-9.36,0.06,-5.48,-9.36,0.78,-9.36,589.93,589.93,-5.48,-9.36,0.06,0.12,949.9,-5.48,0.78,0.12,0.09,0.12,0.09,0.12,949.9,398.12,0.06,949.9,398.12,-9.36,0.06,589.93,398.12,-9.36,0.09,589.93,-9.36,0.09,-5.48,398.12,-9.36,Medium
-139.58,-0.33,981.69,-0.33,0.0,0.0,0.0,0.0,-2.46,-139.58,1.49,981.69,-139.58,967.11,0.0,-0.33,967.11,0.0,-0.33,-0.33,0.0,-0.33,-139.58,-139.58,-2.46,-2.46,0.0,967.11,-2.46,981.69,0.0,0.0,0.0,0.0,0.0,0.0,967.11,967.11,-0.33,1.49,0.0,0.0,0.0,967.11,981.69,967.11,-2.46,-2.46,981.69,-139.58,0.0,-0.33,981.69,1.49,0.0,-2.46,1.49,-0.33,1.49,981.69,981.69,-2.46,1.49,0.0,0.0,967.11,-2.46,-0.33,0.0,0.0,0.0,0.0,0.0,967.11,-139.58,0.0,967.11,-139.58,1.49,0.0,981.69,-139.58,1.49,0.0,981.69,1.49,0.0,-2.46,-139.58,1.49,High
-145.52,2.21,964.18,2.21,0.12,0.26,0.12,0.26,-2.29,-145.52,0.33,964.18,-145.52,1039.2,0.26,2.21,1039.2,0.26,2.21,2.21,0.22,2.21,-145.52,-145.52,-2.29,-2.29,0.22,1039.2,-2.29,964.18,0.26,0.26,0.12,0.12,0.22,0.22,1039.2,1039.2,2.21,0.33,0.22,0.22,0.12,1039.2,964.18,1039.2,-2.29,-2.29,964.18,-145.52,0.12,2.21,964.18,0.33,0.12,-2.29,0.33,2.21,0.33,964.18,964.18,-2.29,0.33,0.12,0.26,1039.2,-2.29,2.21,0.26,0.22,0.26,0.22,0.26,1039.2,-145.52,0.12,1039.2,-145.52,0.33,0.12,964.18,-145.52,0.33,0.22,964.18,0.33,0.22,-2.29,-145.52,0.33,Very high
-229.25,3.36,995.1,3.36,0.34,0.72,0.34,0.72,-2.37,-229.25,-0.03,995.1,-229.25,1047.98,0.72,3.36,1047.98,0.72,3.36,3.36,0.64,3.36,-229.25,-229.25,-2.37,-2.37,0.64,1047.98,-2.37,995.1,0.72,0.72,0.34,0.34,0.64,0.64,1047.98,1047.98,3.36,-0.03,0.64,0.64,0.34,1047.98,995.1,1047.98,-2.37,-2.37,995.1,-229.25,0.34,3.36,995.1,-0.03,0.34,-2.37,-0.03,3.36,-0.03,995.1,995.1,-2.37,-0.03,0.34,0.72,1047.98,-2.37,3.36,0.72,0.64,0.72,0.64,0.72,1047.98,-229.25,0.34,1047.98,-229.25,-0.03,0.34,995.1,-229.25,-0.03,0.64,995.1,-0.03,0.64,-2.37,-229.25,-0.03,Very high
-205.23,-0.41,884.9,-0.41,0.39,0.91,0.39,0.91,-3.6,-205.23,-1.01,884.9,-205.23,1087.29,0.91,-0.41,1087.29,0.91,-0.41,-0.41,0.8,-0.41,-205.23,-205.23,-3.6,-3.6,0.8,1087.29,-3.6,884.9,0.91,0.91,0.39,0.39,0.8,0.8,1087.29,1087.29,-0.41,-1.01,0.8,0.8,0.39,1087.29,884.9,1087.29,-3.6,-3.6,884.9,-205.23,0.39,-0.41,884.9,-1.01,0.39,-3.6,-1.01,-0.41,-1.01,884.9,884.9,-3.6,-1.01,0.39,0.91,1087.29,-3.6,-0.41,0.91,0.8,0.91,0.8,0.91,1087.29,-205.23,0.39,1087.29,-205.23,-1.01,0.39,884.9,-205.23,-1.01,0.8,884.9,-1.01,0.8,-3.6,-205.23,-1.01,Very high
139.07,-7.0,-115.86,-7.0,0.4,0.89,0.4,0.89,-9.51,139.07,-20.9,-115.86,139.07,1239.93,0.89,-7.0,1239.93,0.89,-7.0,-7.0,0.8,-7.0,139.07,139.07,-9.51,-9.51,0.8,1239.93,-9.51,-115.86,0.89,0.89,0.4,0.4,0.8,0.8,1239.93,1239.93,-7.0,-20.9,0.8,0.8,0.4,1239.93,-115.86,1239.93,-9.51,-9.51,-115.86,139.07,0.4,-7.0,-115.86,-20.9,0.4,-9.51,-20.9,-7.0,-20.9,-115.86,-115.86,-9.51,-20.9,0.4,0.89,1239.93,-9.51,-7.0,0.89,0.8,0.89,0.8,0.89,1239.93,139.07,0.4,1239.93,139.07,-20.9,0.4,-115.86,139.07,-20.9,0.8,-115.86,-20.9,0.8,-9.51,139.07,-20.9,Very high
92.64,-7.76,-1154.47,-7.76,1.28,1.61,1.28,1.61,-8.24,92.64,-22.86,-1154.47,92.64,1017.14,1.61,-7.76,1017.14,1.61,-7.76,-7.76,0.39,-7.76,92.64,92.64,-8.24,-8.24,0.39,1017.14,-8.24,-1154.47,1.61,1.61,1.28,1.28,0.39,0.39,1017.14,1017.14,-7.76,-22.86,0.39,0.39,1.28,1017.14,-1154.47,1017.14,-8.24,-8.24,-1154.47,92.64,1.28,-7.76,-1154.47,-22.86,1.28,-8.24,-22.86,-7.76,-22.86,-1154.47,-1154.47,-8.24,-22.86,1.28,1.61,1017.14,-8.24,-7.76,1.61,0.39,1.61,0.39,1.61,1017.14,92.64,1.28,1017.14,92.64,-22.86,1.28,-1154.47,92.64,-22.86,0.39,-1154.47,-22.86,0.39,-8.24,92.64,-22.86,High
768.82,-0.37,-725.38,-0.37,1.61,1.69,1.61,1.69,-2.18,768.82,-0.84,-725.38,768.82,1339.48,1.69,-0.37,1339.48,1.69,-0.37,-0.37,0.39,-0.37,768.82,768.82,-2.18,-2.18,0.39,1339.48,-2.18,-725.38,1.69,1.69,1.61,1.61,0.39,0.39,1339.48,1339.48,-0.37,-0.84,0.39,0.39,1.61,1339.48,-725.38,1339.48,-2.18,-2.18,-725.38,768.82,1.61,-0.37,-725.38,-0.84,1.61,-2.18,-0.84,-0.37,-0.84,-725.38,-725.38,-2.18,-0.84,1.61,1.69,1339.48,-2.18,-0.37,1.69,0.39,1.69,0.39,1.69,1339.48,768.82,1.61,1339.48,768.82,-0.84,1.61,-725.38,768.82,-0.84,0.39,-725.38,-0.84,0.39,-2.18,768.82,-0.84,High
1122.71,3.67,-171.85,3.67,0.99,0.84,0.99,0.84,-3.5,1122.71,3.82,-171.85,1122.71,1829.29,0.84,3.67,1829.29,0.84,3.67,3.67,0.81,3.67,1122.71,1122.71,-3.5,-3.5,0.81,1829.29,-3.5,-171.85,0.84,0.84,0.99,0.99,0.81,0.81,1829.29,1829.29,3.67,3.82,0.81,0.81,0.99,1829.29,-171.85,1829.29,-3.5,-3.5,-171.85,1122.71,0.99,3.67,-171.85,3.82,0.99,-3.5,3.82,3.67,3.82,-171.85,-171.85,-3.5,3.82,0.99,0.84,1829.29,-3.5,3.67,0.84,0.81,0.84,0.81,0.84,1829.29,1122.71,0.99,1829.29,1122.71,3.82,0.99,-171.85,1122.71,3.82,0.81,-171.85,3.82,0.81,-3.5,1122.71,3.82,Very high
1262.72,6.22,396.84,6.22,0.67,0.52,0.67,0.52,-2.76,1262.72,5.14,396.84,1262.72,1479.67,0.52,6.22,1479.67,0.52,6.22,6.22,0.88,6.22,1262.72,1262.72,-2.76,-2.76,0.88,1479.67,-2.76,396.84,0.52,0.52,0.67,0.67,0.88,0.88,1479.67,1479.67,6.22,5.14,0.88,0.88,0.67,1479.67,396.84,1479.67,-2.76,-2.76,396.84,1262.72,0.67,6.22,396.84,5.14,0.67,-2.76,5.14,6.22,5.14,396.84,396.84,-2.76,5.14,0.67,0.52,1479.67,-2.76,6.22,0.52,0.88,0.52,0.88,0.52,1479.67,1262.72,0.67,1479.67,1262.72,5.14,0.67,396.84,1262.72,5.14,0.88,396.84,5.14,0.88,-2.76,1262.72,5.14,Very high
622.64,-1.53,94.14,-1.53,0.55,0.51,0.55,0.51,-7.37,622.64,-16.55,94.14,622.64,1351.16,0.51,-1.53,1351.16,0.51,-1.53,-1.53,0.75,-1.53,622.64,622.64,-7.37,-7.37,0.75,1351.16,-7.37,94.14,0.51,0.51,0.55,0.55,0.75,0.75,1351.16,1351.16,-1.53,-16.55,0.75,0.75,0.55,1351.16,94.14,1351.16,-7.37,-7.37,94.14,622.64,0.55,-1.53,94.14,-16.55,0.55,-7.37,-16.55,-1.53,-16.55,94.14,94.14,-7.37,-16.55,0.55,0.51,1351.16,-7.37,-1.53,0.51,0.75,0.51,0.75,0.51,1351.16,622.64,0.55,1351.16,622.64,-16.55,0.55,94.14,622.64,-16.55,0.75,94.14,-16.55,0.75,-7.37,622.64,-16.55,Very high
-329.68,-4.89,-733.76,-4.89,0.47,0.54,0.47,0.54,-2.67,-329.68,-11.66,-733.76,-329.68,1504.73,0.54,-4.89,1504.73,0.54,-4.89,-4.89,0.73,-4.89,-329.68,-329.68,-2.67,-2.67,0.73,1504.73,-2.67,-733.76,0.54,0.54,0.47,0.47,0.73,0.73,1504.73,1504.73,-4.89,-11.66,0.73,0.73,0.47,1504.73,-733.76,1504.73,-2.67,-2.67,-733.76,-329.68,0.47,-4.89,-733.76,-11.66,0.47,-2.67,-11.66,-4.89,-11.66,-733.76,-733.76,-2.67,-11.66,0.47,0.54,1504.73,-2.67,-4.89,0.54,0.73,0.54,0.73,0.54,1504.73,-329.68,0.47,1504.73,-329.68,-11.66,0.47,-733.76,-329.68,-11.66,0.73,-733.76,-11.66,0.73,-2.67,-329.68,-11.66,Very high
663.27,1.03,-453.73,1.03,0.21,0.25,0.21,0.25,2.84,663.27,11.84,-453.73,663.27,1855.24,0.25,1.03,1855.24,0.25,1.03,1.03,0.39,1.03,663.27,663.27,2.84,2.84,0.39,1855.24,2.84,-453.73,0.25,0.25,0.21,0.21,0.39,0.39,1855.24,1855.24,1.03,11.84,0.39,0.39,0.21,1855.24,-453.73,1855.24,2.84,2.84,-453.73,663.27,0.21,1.03,-453.73,11.84,0.21,2.84,11.84,1.03,11.84,-453.73,-453.73,2.84,11.84,0.21,0.25,1855.24,2.84,1.03,0.25,0.39,0.25,0.39,0.25,1855.24,663.27,0.21,1855.24,663.27,11.84,0.21,-453.73,663.27,11.84,0.39,-453.73,11.84,0.39,2.84,663.27,11.84,Very high
1284.78,6.39,-241.36,6.39,0.1,0.17,0.1,0.17,-1.38,1284.78,5.08,-241.36,1284.78,2064.19,0.17,6.39,2064.19,0.17,6.39,6.39,0.21,6.39,1284.78,1284.78,-1.38,-1.38,0.21,2064.19,-1.38,-241.36,0.17,0.17,0.1,0.1,0.21,0.21,2064.19,2064.19,6.39,5.08,0.21,0.21,0.1,2064.19,-241.36,2064.19,-1.38,-1.38,-241.36,1284.78,0.1,6.39,-241.36,5.08,0.1,-1.38,5.08,6.39,5.08,-241.36,-241.36,-1.38,5.08,0.1,0.17,2064.19,-1.38,6.39,0.17,0.21,0.17,0.21,0.17,2064.19,1284.78,0.1,2064.19,1284.78,5.08,0.1,-241.36,1284.78,5.08,0.21,-241.36,5.08,0.21,-1.38,1284.78,5.08,Very high
1421.48,8.67,-161.1,8.67,0.3,0.79,0.3,0.79,-2.76,1421.48,-0.9,-161.1,1421.48,1674.82,0.79,8.67,1674.82,0.79,8.67,8.67,0.62,8.67,1421.48,1421.48,-2.76,-2.76,0.62,1674.82,-2.76,-161.1,0.79,0.79,0.3,0.3,0.62,0.62,1674.82,1674.82,8.67,-0.9,0.62,0.62,0.3,1674.82,-161.1,1674.82,-2.76,-2.76,-161.1,1421.48,0.3,8.67,-161.1,-0.9,0.3,-2.76,-0.9,8.67,-0.9,-161.1,-161.1,-2.76,-0.9,0.3,0.79,1674.82,-2.76,8.67,0.79,0.62,0.79,0.62,0.79,1674.82,1421.48,0.3,1674.82,1421.48,-0.9,0.3,-161.1,1421.48,-0.9,0.62,-161.1,-0.9,0.62,-2.76,1421.48,-0.9,Very high
877.84,0.96,-279.8,0.96,0.36,1.05,0.36,1.05,-4.26,877.84,-5.02,-279.8,877.84,1348.05,1.05,0.96,1348.05,1.05,0.96,0.96,0.77,0.96,877.84,877.84,-4.26,-4.26,0.77,1348.05,-4.26,-279.8,1.05,1.05,0.36,0.36,0.77,0.77,1348.05,1348.05,0.96,-5.02,0.77,0.77,0.36,1348.05,-279.8,1348.05,-4.26,-4.26,-279.8,877.84,0.36,0.96,-279.8,-5.02,0.36,-4.26,-5.02,0.96,-5.02,-279.8,-279.8,-4.26,-5.02,0.36,1.05,1348.05,-4.26,0.96,1.05,0.77,1.05,0.77,1.05,1348.05,877.84,0.36,1348.05,877.84,-5.02,0.36,-279.8,877.84,-5.02,0.77,-279.8,-5.02,0.77,-4.26,877.84,-5.02,Very high
1373.13,3.62,400.03,3.62,0.35,0.82,0.35,0.82,2.79,1373.13,16.38,400.03,1373.13,1355.44,0.82,3.62,1355.44,0.82,3.62,3.62,0.82,3.62,1373.13,1373.13,2.79,2.79,0.82,1355.44,2.79,400.03,0.82,0.82,0.35,0.35,0.82,0.82,1355.44,1355.44,3.62,16.38,0.82,0.82,0.35,1355.44,400.03,1355.44,2.79,2.79,400.03,1373.13,0.35,3.62,400.03,16.38,0.35,2.79,16.38,3.62,16.38,400.03,400.03,2.79,16.38,0.35,0.82,1355.44,2.79,3.62,0.82,0.82,0.82,0.82,0.82,1355.44,1373.13,0.35,1355.44,1373.13,16.38,0.35,400.03,1373.13,16.38,0.82,400.03,16.38,0.82,2.79,1373.13,16.38,Very high
1899.91,5.97,1244.22,5.97,0.39,0.91,0.39,0.91,2.76,1899.91,21.29,1244.22,1899.91,1435.76,0.91,5.97,1435.76,0.91,5.97,5.97,0.8,5.97,1899.91,1899.91,2.76,2.76,0.8,1435.76,2.76,1244.22,0.91,0.91,0.39,0.39,0.8,0.8,1435.76,1435.76,5.97,21.29,0.8,0.8,0.39,1435.76,1244.22,1435.76,2.76,2.76,1244.22,1899.91,0.39,5.97,1244.22,21.29,0.39,2.76,21.29,5.97,21.29,1244.22,1244.22,2.76,21.29,0.39,0.91,1435.76,2.76,5.97,0.91,0.8,0.91,0.8,0.91,1435.76,1899.91,0.39,1435.76,1899.91,21.29,0.39,1244.22,1899.91,21.29,0.8,1244.22,21.29,0.8,2.76,1899.91,21.29,Very high
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-402.25,-0.35,345.26,-0.35,0.44,0.77,0.44,0.77,-7.27,-402.25,-10.08,345.26,-402.25,2032.61,0.77,-0.35,2032.61,0.77,-0.35,-0.35,0.83,-0.35,-402.25,-402.25,-7.27,-7.27,0.83,2032.61,-7.27,345.26,0.77,0.77,0.44,0.44,0.83,0.83,2032.61,2032.61,-0.35,-10.08,0.83,0.83,0.44,2032.61,345.26,2032.61,-7.27,-7.27,345.26,-402.25,0.44,-0.35,345.26,-10.08,0.44,-7.27,-10.08,-0.35,-10.08,345.26,345.26,-7.27,-10.08,0.44,0.77,2032.61,-7.27,-0.35,0.77,0.83,0.77,0.83,0.77,2032.61,-402.25,0.44,2032.61,-402.25,-10.08,0.44,345.26,-402.25,-10.08,0.83,345.26,-10.08,0.83,-7.27,-402.25,-10.08,Very high
243.49,-1.18,693.32,-1.18,0.48,0.6,0.48,0.6,-6.07,243.49,-8.39,693.32,243.49,1937.25,0.6,-1.18,1937.25,0.6,-1.18,-1.18,0.87,-1.18,243.49,243.49,-6.07,-6.07,0.87,1937.25,-6.07,693.32,0.6,0.6,0.48,0.48,0.87,0.87,1937.25,1937.25,-1.18,-8.39,0.87,0.87,0.48,1937.25,693.32,1937.25,-6.07,-6.07,693.32,243.49,0.48,-1.18,693.32,-8.39,0.48,-6.07,-8.39,-1.18,-8.39,693.32,693.32,-6.07,-8.39,0.48,0.6,1937.25,-6.07,-1.18,0.6,0.87,0.6,0.87,0.6,1937.25,243.49,0.48,1937.25,243.49,-8.39,0.48,693.32,243.49,-8.39,0.87,693.32,-8.39,0.87,-6.07,243.49,-8.39,Very high
-349.13,1.95,755.99,1.95,0.43,0.35,0.43,0.35,-1.51,-349.13,0.69,755.99,-349.13,2048.76,0.35,1.95,2048.76,0.35,1.95,1.95,0.92,1.95,-349.13,-349.13,-1.51,-1.51,0.92,2048.76,-1.51,755.99,0.35,0.35,0.43,0.43,0.92,0.92,2048.76,2048.76,1.95,0.69,0.92,0.92,0.43,2048.76,755.99,2048.76,-1.51,-1.51,755.99,-349.13,0.43,1.95,755.99,0.69,0.43,-1.51,0.69,1.95,0.69,755.99,755.99,-1.51,0.69,0.43,0.35,2048.76,-1.51,1.95,0.35,0.92,0.35,0.92,0.35,2048.76,-349.13,0.43,2048.76,-349.13,0.69,0.43,755.99,-349.13,0.69,0.92,755.99,0.69,0.92,-1.51,-349.13,0.69,Very high
-795.7,3.08,907.06,3.08,0.38,0.62,0.38,0.62,-2.24,-795.7,3.82,907.06,-795.7,2050.84,0.62,3.08,2050.84,0.62,3.08,3.08,0.86,3.08,-795.7,-795.7,-2.24,-2.24,0.86,2050.84,-2.24,907.06,0.62,0.62,0.38,0.38,0.86,0.86,2050.84,2050.84,3.08,3.82,0.86,0.86,0.38,2050.84,907.06,2050.84,-2.24,-2.24,907.06,-795.7,0.38,3.08,907.06,3.82,0.38,-2.24,3.82,3.08,3.82,907.06,907.06,-2.24,3.82,0.38,0.62,2050.84,-2.24,3.08,0.62,0.86,0.62,0.86,0.62,2050.84,-795.7,0.38,2050.84,-795.7,3.82,0.38,907.06,-795.7,3.82,0.86,907.06,3.82,0.86,-2.24,-795.7,3.82,Very high
-1032.25,4.22,747.44,4.22,0.41,0.71,0.41,0.71,-2.15,-1032.25,2.35,747.44,-1032.25,1904.07,0.71,4.22,1904.07,0.71,4.22,4.22,0.84,4.22,-1032.25,-1032.25,-2.15,-2.15,0.84,1904.07,-2.15,747.44,0.71,0.71,0.41,0.41,0.84,0.84,1904.07,1904.07,4.22,2.35,0.84,0.84,0.41,1904.07,747.44,1904.07,-2.15,-2.15,747.44,-1032.25,0.41,4.22,747.44,2.35,0.41,-2.15,2.35,4.22,2.35,747.44,747.44,-2.15,2.35,0.41,0.71,1904.07,-2.15,4.22,0.71,0.84,0.71,0.84,0.71,1904.07,-1032.25,0.41,1904.07,-1032.25,2.35,0.41,747.44,-1032.25,2.35,0.84,747.44,2.35,0.84,-2.15,-1032.25,2.35,Very high
-251.8,4.39,868.1,4.39,0.49,0.68,0.49,0.68,-4.28,-251.8,-7.5,868.1,-251.8,2050.82,0.68,4.39,2050.82,0.68,4.39,4.39,0.85,4.39,-251.8,-251.8,-4.28,-4.28,0.85,2050.82,-4.28,868.1,0.68,0.68,0.49,0.49,0.85,0.85,2050.82,2050.82,4.39,-7.5,0.85,0.85,0.49,2050.82,868.1,2050.82,-4.28,-4.28,868.1,-251.8,0.49,4.39,868.1,-7.5,0.49,-4.28,-7.5,4.39,-7.5,868.1,868.1,-4.28,-7.5,0.49,0.68,2050.82,-4.28,4.39,0.68,0.85,0.68,0.85,0.68,2050.82,-251.8,0.49,2050.82,-251.8,-7.5,0.49,868.1,-251.8,-7.5,0.85,868.1,-7.5,0.85,-4.28,-251.8,-7.5,Very high
-1100.43,4.44,552.45,4.44,0.47,0.67,0.47,0.67,1.76,-1100.43,14.18,552.45,-1100.43,1532.66,0.67,4.44,1532.66,0.67,4.44,4.44,0.85,4.44,-1100.43,-1100.43,1.76,1.76,0.85,1532.66,1.76,552.45,0.67,0.67,0.47,0.47,0.85,0.85,1532.66,1532.66,4.44,14.18,0.85,0.85,0.47,1532.66,552.45,1532.66,1.76,1.76,552.45,-1100.43,0.47,4.44,552.45,14.18,0.47,1.76,14.18,4.44,14.18,552.45,552.45,1.76,14.18,0.47,0.67,1532.66,1.76,4.44,0.67,0.85,0.67,0.85,0.67,1532.66,-1100.43,0.47,1532.66,-1100.43,14.18,0.47,552.45,-1100.43,14.18,0.85,552.45,14.18,0.85,1.76,-1100.43,14.18,Very high
-2263.34,6.49,-299.5,6.49,0.43,0.46,0.43,0.46,4.76,-2263.34,22.61,-299.5,-2263.34,1146.97,0.46,6.49,1146.97,0.46,6.49,6.49,0.8,6.49,-2263.34,-2263.34,4.76,4.76,0.8,1146.97,4.76,-299.5,0.46,0.46,0.43,0.43,0.8,0.8,1146.97,1146.97,6.49,22.61,0.8,0.8,0.43,1146.97,-299.5,1146.97,4.76,4.76,-299.5,-2263.34,0.43,6.49,-299.5,22.61,0.43,4.76,22.61,6.49,22.61,-299.5,-299.5,4.76,22.61,0.43,0.46,1146.97,4.76,6.49,0.46,0.8,0.46,0.8,0.46,1146.97,-2263.34,0.43,1146.97,-2263.34,22.61,0.43,-299.5,-2263.34,22.61,0.8,-299.5,22.61,0.8,4.76,-2263.34,22.61,Very high
-1499.04,3.7,-587.8,3.7,0.38,0.65,0.38,0.65,-2.22,-1499.04,6.38,-587.8,-1499.04,1507.45,0.65,3.7,1507.45,0.65,3.7,3.7,0.76,3.7,-1499.04,-1499.04,-2.22,-2.22,0.76,1507.45,-2.22,-587.8,0.65,0.65,0.38,0.38,0.76,0.76,1507.45,1507.45,3.7,6.38,0.76,0.76,0.38,1507.45,-587.8,1507.45,-2.22,-2.22,-587.8,-1499.04,0.38,3.7,-587.8,6.38,0.38,-2.22,6.38,3.7,6.38,-587.8,-587.8,-2.22,6.38,0.38,0.65,1507.45,-2.22,3.7,0.65,0.76,0.65,0.76,0.65,1507.45,-1499.04,0.38,1507.45,-1499.04,6.38,0.38,-587.8,-1499.04,6.38,0.76,-587.8,6.38,0.76,-2.22,-1499.04,6.38,Very high
